user,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
10736,X1038207,X1044103,X1011724,X1036150,X1010146,X1045263,X1100562,X1000971,X1028726,X1044165,X1100565,X1036164,X1056572,X1044159,X1010176,X1011664,X1011718,X1080622,X1011667,X1100573,X1050561,X1011663,X1029860,X1011660,X1056570,X1057680,X1038247,X1028716,X1028712,X1038209,X1036193,X1071723,X1006020,X1044110,X1038253,X1044134,X1011734,X1010174,X1010147,X1045289,X1006028,X1044183,X1038228,X1044121,X1038296,X1045288,X1029832,X1029855,X1038220,X1010156,X1036173,X1006002,X1013835,X1000999,X1044143,X1100545,X1029826,X1013825,X1044171,X1027613,X1011668,X1050557,X1029847,X1045283,X1029845,X1036140,X1036149,X1036148,X1045291,X1029858,X1045290,X1029853,X1056514,X1029852,X1036136,X1036135,X1072835,X1045262,X1029822,X1036122,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1036128,X1045267,X1056545,X1029834,X1029833,X1045271,X1038255,X1000978,X1000976,X1027628,X1000975,X1036180
12871,X1036150,X1013805,X1044171,X1006020,X1011724,X1056572,X1100589,X1045252,X1044179,X1038207,X1010174,X1029843,X1045283,X1080672,X1044178,X1100562,X1038200,X1087860,X1050565,X1100576,X1010158,X1036160,X1044104,X1028717,X1000976,X1011622,X1013803,X1029878,X1029826,X1028774,X1028726,X1011729,X1011701,X1038220,X1036164,X1100558,X1013812,X1014972,X1006027,X1072895,X1029897,X1013800,X1038245,X1038209,X1028794,X1045291,X1071723,X1013825,X1045249,X1044139,X1044136,X1011663,X1011687,X1006015,X1028729,X1028788,X1072835,X1038203,X1006028,X1011625,X1000973,X1006025,X1100565,X1013835,X1013824,X1011628,X1038224,X1011667,X1011735,X1027635,X1028727,X1029834,X1011664,X1050542,X1045220,X1028765,X1071759,X1045222,X1038255,X1036173,X1044112,X1028783,X1029882,X1010147,X1028771,X1029845,X1010178,X1044143,X1000995,X1050549,X1044165,X1029852,X1084925,X1029887,X1044103,X1029847,X1036140,X1036149,X1045289,X1045288
10735,X1028705,X1038203,X1028765,X1011628,X1000997,X1010169,X1036196,X1045249,X1084990,X1056547,X1080622,X1013823,X1013835,X1072835,X1011701,X1029847,X1044182,X1050541,X1010167,X1013842,X1100578,X1036160,X1036149,X1013805,X1029889,X1038267,X1038297,X1044136,X1013828,X1038294,X1028724,X1044109,X1006025,X1013840,X1038224,X1013806,X1029845,X1010162,X1027610,X1100565,X1028776,X1006014,X1013830,X1014972,X1029897,X1036136,X1038200,X1038263,X1056514,X1044178,X1011622,X1038245,X1010178,X1010181,X1045271,X1080672,X1029828,X1006012,X1011722,X1010139,X1029829,X1057680,X1050544,X1038211,X1011735,X1011728,X1057639,X1036122,X1044166,X1013902,X1084925,X1100558,X1006015,X1100575,X1011687,X1013801,X1044110,X1044102,X1000973,X1038255,X1011665,X1011664,X1036166,X1011696,X1029822,X1013901,X1010158,X1029879,X1044183,X1036180,X1013827,X1000976,X1000995,X1044139,X1044104,X1100576,X1011694,X1011718,X1028795,X1006027
12870,X1100576,X1036173,X1036140,X1100589,X1028774,X1045220,X1000976,X1056572,X1013806,X1029847,X1029843,X1045283,X1029845,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1029853,X1056514,X1029852,X1071723,X1036136,X1036135,X1072835,X1045262,X1045263,X1029822,X1036122,X1029826,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1036128,X1045267,X1056545,X1029834,X1029833,X1045271,X1029832,X1038253,X1038255,X1000978,X1027628,X1000975,X1036180,X1027620,X1027626,X1029887,X1036182,X1000973,X1000972,X1000971,X1029889,X1044112,X1044111,X1029882,X1044110,X1056564,X1045249,X1000987,X1027639,X1006005,X1057680,X1027634,X1045252,X1027635,X1027636,X1029897,X1000984,X1044121,X1044120,X1044125,X1072895,X1027630,X1006004,X1006003,X1044128,X1006002,X1006016,X1006019,X1000999,X1000997,X1036160,X1000995,X1029867,X1036164,X1036165,X1000990,X1036166,X1045224,X1029860
12880,X1011718,X1010176,X1038261,X1038220,X1044110,X1038228,X1006028,X1038247,X1013835,X1056570,X1038245,X1029855,X1100565,X1028716,X1011706,X1071759,X1011731,X1072835,X1072895,X1013840,X1100575,X1028772,X1045289,X1011668,X1050557,X1010158,X1044183,X1036193,X1011701,X1029879,X1011679,X1029887,X1028764,X1044121,X1050561,X1044120,X1045288,X1006020,X1011624,X1044164,X1006025,X1044104,X1011625,X1027617,X1006012,X1011724,X1011628,X1056572,X1038224,X1006014,X1036150,X1011696,X1036154,X1045211,X1006027,X1028771,X1011663,X1010156,X1044102,X1013902,X1028712,X1028724,X1080672,X1013901,X1011664,X1029832,X1038236,X1028794,X1045291,X1036122,X1011671,X1011732,X1050541,X1036160,X1028710,X1011660,X1045271,X1011700,X1010146,X1027613,X1044103,X1044139,X1029852,X1000999,X1045267,X1011623,X1027628,X1056545,X1028765,X1038207,X1044171,X1045222,X1045283,X1011734,X1028726,X1028720,X1083416,X1028784,X1036180,X1044182
10743,X1011664,X1100589,X1013802,X1100576,X1028774,X1011667,X1050542,X1038220,X1044183,X1011622,X1028717,X1029855,X1006003,X1045252,X1006015,X1011718,X1045220,X1044121,X1010174,X1050561,X1000978,X1045283,X1056572,X1013801,X1045289,X1050557,X1006019,X1028776,X1027613,X1084925,X1014977,X1044165,X1036173,X1100565,X1044164,X1027639,X1036140,X1045222,X1027610,X1036154,X1044159,X1010176,X1050540,X1036164,X1011696,X1100558,X1080622,X1027635,X1000984,X1100573,X1044168,X1029897,X1011663,X1013915,X1029853,X1013904,X1057680,X1038247,X1028716,X1028712,X1006012,X1050549,X1029843,X1038253,X1028772,X1071759,X1011687,X1011671,X1006028,X1011660,X1038228,X1000972,X1011735,X1045288,X1036182,X1011679,X1029832,X1029829,X1014971,X1045271,X1010178,X1038255,X1029847,X1010156,X1044111,X1038211,X1056564,X1010139,X1044100,X1010182,X1044104,X1010146,X1029845,X1006005,X1013835,X1045210,X1100545,X1000975,X1080672,X1000995
10742,X1013901,X1011667,X1044139,X1006025,X1027639,X1011625,X1028772,X1027617,X1071759,X1011668,X1013830,X1013835,X1013902,X1029826,X1050540,X1029860,X1038220,X1036180,X1072835,X1036128,X1010162,X1027610,X1000973,X1011628,X1006020,X1011701,X1006027,X1028724,X1013840,X1000984,X1036122,X1028794,X1013828,X1029879,X1044104,X1006028,X1011679,X1044138,X1013817,X1044110,X1072895,X1044102,X1100573,X1011731,X1038211,X1006015,X1100575,X1028764,X1010143,X1045271,X1087860,X1045210,X1057643,X1000971,X1029847,X1029843,X1045283,X1029845,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1029853,X1056514,X1029852,X1071723,X1036136,X1036135,X1045262,X1045263,X1029822,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1045267,X1056545,X1029834,X1029833,X1029832,X1038253,X1038255,X1000978,X1000976,X1027628,X1000975,X1027620,X1027626,X1029887,X1036182,X1000972
10741,X1011701,X1011628,X1100573,X1013803,X1010139,X1080622,X1038203,X1044165,X1011718,X1044164,X1038220,X1010176,X1010146,X1028720,X1029889,X1056564,X1014977,X1010162,X1010169,X1011700,X1100545,X1000997,X1028724,X1050541,X1028765,X1011664,X1011668,X1038297,X1029845,X1013823,X1080672,X1045267,X1010174,X1036182,X1038245,X1100558,X1011733,X1038261,X1038296,X1000999,X1027636,X1038267,X1013830,X1027617,X1011623,X1014972,X1044102,X1044159,X1013840,X1029828,X1045291,X1084990,X1011687,X1100575,X1011728,X1029855,X1056570,X1045269,X1028716,X1006016,X1038255,X1028795,X1036136,X1028705,X1028710,X1013801,X1010167,X1027630,X1010181,X1038211,X1000995,X1044120,X1029843,X1036196,X1036135,X1013904,X1044112,X1010182,X1011622,X1044143,X1011731,X1038263,X1028788,X1011710,X1028786,X1011667,X1050561,X1071759,X1000984,X1036122,X1044166,X1045252,X1000973,X1036128,X1044128,X1045290,X1029879,X1028776,X1027634,X1044131
10740,X1044165,X1014971,X1011623,X1100565,X1072835,X1028765,X1044110,X1100545,X1028724,X1011668,X1028716,X1011694,X1080622,X1013805,X1011664,X1027636,X1100575,X1029855,X1011733,X1011718,X1010156,X1038296,X1011663,X1011628,X1006028,X1044166,X1006014,X1050561,X1013802,X1038203,X1029845,X1027617,X1038228,X1000987,X1100576,X1000997,X1000976,X1036160,X1044159,X1013830,X1100573,X1044109,X1011667,X1056570,X1013823,X1050541,X1029843,X1044104,X1045291,X1028712,X1038200,X1036136,X1010146,X1011700,X1036150,X1028717,X1006027,X1011622,X1006003,X1029828,X1100589,X1028774,X1045252,X1084990,X1011710,X1036164,X1100558,X1027630,X1028710,X1038261,X1044121,X1057680,X1011687,X1028729,X1036193,X1028720,X1000984,X1010174,X1036182,X1045289,X1044183,X1011735,X1045288,X1050542,X1045220,X1006016,X1028705,X1045283,X1045271,X1038211,X1045267,X1027620,X1029889,X1013827,X1044120,X1036140,X1050537,X1028782,X1010167,X1028776
12889,X1013842,X1014977,X1038267,X1011664,X1010169,X1029847,X1028705,X1027620,X1013806,X1044182,X1000997,X1029852,X1011731,X1044165,X1010156,X1011623,X1029889,X1000978,X1045269,X1011622,X1010178,X1057680,X1028720,X1011710,X1050544,X1056564,X1010139,X1029853,X1014971,X1100558,X1010162,X1029897,X1028776,X1027636,X1013801,X1050561,X1029845,X1036136,X1045249,X1000995,X1038247,X1011628,X1000976,X1013823,X1038255,X1013803,X1014972,X1011701,X1036160,X1028716,X1029832,X1013915,X1027630,X1010167,X1045267,X1100545,X1028712,X1050549,X1029843,X1045283,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1056514,X1071723,X1036135,X1072835,X1045262,X1045263,X1029822,X1036122,X1029826,X1038263,X1029829,X1029828,X1038261,X1083416,X1036128,X1056545,X1029834,X1029833,X1045271,X1038253,X1027628,X1000975,X1036180,X1027626,X1029887,X1036182,X1000973,X1000972,X1000971,X1044112,X1044111
12886,X1010174,X1056570,X1044159,X1011664,X1013802,X1045289,X1011734,X1044166,X1044165,X1100565,X1011724,X1050565,X1044171,X1045211,X1010158,X1036164,X1028783,X1027630,X1011732,X1036182,X1029843,X1010176,X1011729,X1044179,X1011718,X1056545,X1000971,X1080622,X1013812,X1011667,X1100573,X1050561,X1029887,X1000984,X1072895,X1028772,X1029860,X1011663,X1038209,X1029828,X1028794,X1044120,X1071723,X1013825,X1013805,X1044139,X1057680,X1038247,X1006015,X1028716,X1028788,X1028712,X1036193,X1044110,X1006020,X1045283,X1011735,X1006028,X1044183,X1038228,X1038224,X1083416,X1045288,X1011706,X1044178,X1029834,X1029832,X1045263,X1029855,X1071759,X1038220,X1010156,X1038207,X1044121,X1044112,X1029826,X1036140,X1010147,X1100562,X1013835,X1028771,X1011624,X1100545,X1044103,X1010143,X1027613,X1011668,X1045222,X1011626,X1050557,X1036150,X1029847,X1029845,X1036149,X1036148,X1045291,X1029858,X1045290,X1029853,X1056514
12885,X1000997,X1029845,X1013823,X1045269,X1038267,X1027636,X1010167,X1080622,X1100545,X1084990,X1038255,X1036136,X1010169,X1000995,X1036196,X1028776,X1027617,X1038200,X1028782,X1006016,X1011622,X1029832,X1029889,X1036160,X1013803,X1028724,X1010162,X1038247,X1044182,X1028720,X1011668,X1045249,X1011628,X1000987,X1029852,X1029847,X1044178,X1011701,X1028774,X1011733,X1080672,X1045220,X1010139,X1057680,X1072835,X1044165,X1050544,X1013805,X1028784,X1056564,X1029828,X1100565,X1100558,X1013801,X1028717,X1013830,X1013827,X1011664,X1010176,X1045252,X1011623,X1038220,X1029853,X1036182,X1050542,X1056570,X1011728,X1100575,X1013806,X1100576,X1050541,X1013915,X1044164,X1027630,X1010132,X1045267,X1029897,X1050549,X1029843,X1045283,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1056514,X1071723,X1036135,X1045262,X1045263,X1029822,X1036122,X1029826,X1029829,X1038261,X1083416
10749,X1044178,X1044171,X1050565,X1038224,X1072895,X1006020,X1011729,X1006015,X1027628,X1000973,X1013805,X1029878,X1056570,X1010178,X1006016,X1013824,X1044128,X1013812,X1028794,X1038203,X1011696,X1045283,X1044179,X1038253,X1011665,X1011687,X1044139,X1044136,X1013822,X1036193,X1071759,X1011671,X1044121,X1100562,X1010147,X1013801,X1011624,X1013806,X1045289,X1011718,X1029826,X1045222,X1045249,X1028726,X1050557,X1038220,X1028784,X1044182,X1038202,X1006027,X1045288,X1044111,X1013800,X1038245,X1038209,X1071723,X1013825,X1011735,X1006028,X1029828,X1080671,X1044104,X1087860,X1029879,X1028710,X1036128,X1011625,X1000978,X1100589,X1006025,X1038261,X1044183,X1028772,X1056572,X1038247,X1044102,X1013802,X1011733,X1029834,X1014977,X1013902,X1036122,X1006002,X1036140,X1038294,X1036154,X1038207,X1044112,X1080672,X1013904,X1013821,X1038228,X1006003,X1028717,X1036149,X1029829,X1100576,X1006005,X1028783,X1011722
12888,X1006029,X1044163,X1006020,X1027634,X1013825,X1010147,X1006004,X1027610,X1044134,X1006025,X1036157,X1006027,X1044112,X1029826,X1036128,X1071723,X1044162,X1011660,X1038202,X1038211,X1036135,X1011679,X1006002,X1044104,X1084925,X1029858,X1011722,X1057639,X1029829,X1036149,X1011625,X1010182,X1071759,X1028764,X1006012,X1000972,X1045262,X1044131,X1038294,X1050565,X1000973,X1044111,X1072895,X1028786,X1100591,X1013901,X1027626,X1013900,X1013828,X1050541,X1006015,X1045271,X1011703,X1044139,X1011731,X1050561,X1028772,X1045200,X1013902,X1036180,X1036148,X1006019,X1029872,X1013800,X1028788,X1036122,X1028794,X1011665,X1038253,X1036166,X1013812,X1006028,X1044138,X1011667,X1038297,X1044168,X1028712,X1044128,X1029853,X1044102,X1029822,X1038207,X1044165,X1013904,X1028716,X1036165,X1080672,X1010132,X1011732,X1013805,X1010143,X1036193,X1087860,X1036164,X1028708,X1057643,X1000971,X1013806,X1044103,X1029847
10748,X1006005,X1036165,X1036154,X1011700,X1029853,X1045222,X1038296,X1027628,X1056570,X1045291,X1000975,X1011735,X1036160,X1044166,X1027613,X1044121,X1011718,X1100565,X1045263,X1045288,X1010174,X1027630,X1050540,X1029847,X1029843,X1045283,X1029845,X1036140,X1036149,X1045289,X1036148,X1029858,X1045290,X1029855,X1056514,X1029852,X1071723,X1036136,X1036135,X1072835,X1045262,X1029822,X1036122,X1029826,X1038263,X1029829,X1038261,X1038267,X1056547,X1045269,X1083416,X1036128,X1045267,X1056545,X1029834,X1029833,X1045271,X1029832,X1038253,X1038255,X1000978,X1000976,X1036180,X1027620,X1027626,X1029887,X1036182,X1000973,X1000972,X1000971,X1029889,X1044112,X1044111,X1029882,X1044110,X1056564,X1045249,X1000987,X1057680,X1027634,X1045252,X1027635,X1027636,X1036173,X1029897,X1000984,X1044120,X1044125,X1072895,X1006004,X1006003,X1044128,X1006002,X1006016,X1006019,X1000999,X1000997,X1000995,X1029867,X1036164
12887,X1045289,X1011624,X1011731,X1011718,X1010156,X1036154,X1038220,X1011623,X1006005,X1036193,X1057680,X1013835,X1029832,X1011668,X1029828,X1028716,X1044165,X1013840,X1045267,X1100575,X1011733,X1100565,X1028765,X1013830,X1038263,X1038247,X1038261,X1000984,X1028724,X1028783,X1050561,X1100573,X1011663,X1029853,X1038203,X1013823,X1010176,X1011701,X1080622,X1044183,X1027639,X1000975,X1029845,X1028712,X1050540,X1027613,X1029852,X1028720,X1050544,X1056564,X1011628,X1044159,X1045222,X1027617,X1011664,X1011667,X1027636,X1014971,X1013805,X1045252,X1038255,X1036122,X1013803,X1000978,X1100589,X1010174,X1036160,X1011671,X1011694,X1006028,X1044121,X1038228,X1045288,X1036196,X1011728,X1029855,X1013802,X1038211,X1013915,X1084990,X1010169,X1036165,X1010146,X1027620,X1013827,X1011724,X1045263,X1029878,X1027630,X1036182,X1044103,X1044166,X1057643,X1036150,X1029847,X1029843,X1045283,X1036140,X1036149,X1036148
10747,X1044165,X1011664,X1056570,X1006014,X1011624,X1036193,X1050557,X1044183,X1006028,X1010156,X1045222,X1028710,X1044166,X1100565,X1013915,X1050549,X1028783,X1038245,X1027630,X1011671,X1011622,X1027628,X1045271,X1036154,X1044159,X1038261,X1006012,X1038296,X1013817,X1000975,X1045267,X1044136,X1011718,X1013828,X1038211,X1080622,X1011667,X1100573,X1050561,X1000984,X1027610,X1028772,X1011663,X1013902,X1027639,X1029828,X1013823,X1057680,X1038247,X1000978,X1028716,X1028712,X1038294,X1000973,X1044110,X1011696,X1036164,X1010174,X1013901,X1010158,X1011735,X1029879,X1036149,X1013801,X1038203,X1038228,X1036180,X1045288,X1038255,X1029832,X1044182,X1013840,X1029889,X1045263,X1028784,X1044104,X1029855,X1038220,X1013802,X1028774,X1011701,X1006027,X1006025,X1072895,X1010146,X1027620,X1011679,X1013835,X1013827,X1013830,X1044164,X1028720,X1006020,X1000976,X1100545,X1011731,X1050544,X1011668,X1050540,X1036148
12882,X1044162,X1029834,X1027634,X1006004,X1044112,X1011665,X1029829,X1056572,X1071723,X1038253,X1029867,X1036140,X1011687,X1100562,X1044183,X1010158,X1036173,X1057639,X1000990,X1084925,X1011722,X1038220,X1006002,X1044182,X1044163,X1071759,X1000975,X1006029,X1011735,X1011660,X1011664,X1038261,X1027610,X1038294,X1011671,X1006019,X1010132,X1006003,X1011622,X1036150,X1013904,X1036149,X1027628,X1045249,X1100576,X1045271,X1028788,X1036164,X1044131,X1000976,X1029858,X1028774,X1036128,X1006025,X1013828,X1038203,X1006028,X1038228,X1044111,X1044178,X1044128,X1013812,X1045288,X1056570,X1044136,X1013805,X1044139,X1050565,X1080671,X1050541,X1028729,X1044179,X1010178,X1013825,X1050542,X1010147,X1038209,X1036193,X1027613,X1013821,X1013900,X1045262,X1028716,X1044102,X1100589,X1045252,X1044110,X1000972,X1100558,X1013902,X1036148,X1029872,X1029853,X1044121,X1027626,X1028782,X1006012,X1011628,X1013802,X1029843
10746,X1006029,X1027634,X1044163,X1044125,X1006004,X1044112,X1044162,X1038224,X1036157,X1036135,X1044102,X1028726,X1029833,X1010182,X1011660,X1036122,X1038203,X1028794,X1013805,X1013824,X1006015,X1044182,X1038202,X1044128,X1000973,X1011687,X1011696,X1028788,X1029878,X1011729,X1056570,X1038253,X1100591,X1072895,X1044104,X1050565,X1036128,X1044139,X1011667,X1011671,X1044178,X1010178,X1027628,X1038209,X1013904,X1013825,X1029897,X1010147,X1036149,X1029829,X1029847,X1011722,X1044100,X1027639,X1028708,X1006020,X1011703,X1029843,X1045283,X1029845,X1036140,X1045289,X1045288,X1036148,X1045291,X1029858,X1029855,X1029853,X1056514,X1029852,X1071723,X1036136,X1072835,X1045262,X1045263,X1029822,X1029826,X1038263,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1045267,X1056545,X1029834,X1045271,X1029832,X1038255,X1000978,X1000976,X1000975,X1036180,X1027620,X1027626,X1029887,X1036182,X1000972,X1000971
12881,X1027617,X1010162,X1011733,X1011623,X1028724,X1028765,X1044166,X1011701,X1000997,X1013830,X1038255,X1100575,X1013805,X1044164,X1000987,X1080622,X1038247,X1027636,X1013803,X1011668,X1006014,X1027630,X1044109,X1084990,X1045249,X1014971,X1013823,X1100565,X1038203,X1050541,X1038220,X1038200,X1000976,X1036136,X1028782,X1011622,X1027613,X1029828,X1000975,X1010132,X1044110,X1011710,X1044165,X1038261,X1011718,X1006005,X1011663,X1050540,X1038296,X1028720,X1010176,X1036164,X1038224,X1006028,X1027635,X1010156,X1029853,X1056570,X1006016,X1044182,X1028705,X1036160,X1011671,X1028784,X1028774,X1027628,X1028783,X1057643,X1036122,X1027620,X1029889,X1013827,X1100576,X1010167,X1011731,X1028729,X1050542,X1029847,X1029843,X1045283,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1056514,X1029852,X1071723,X1036135,X1045262,X1045263,X1029822,X1029826,X1029829,X1038267,X1056547
10745,X1029887,X1028771,X1045211,X1011732,X1044159,X1000971,X1029843,X1045291,X1010146,X1036164,X1013802,X1083416,X1011706,X1027635,X1029826,X1029882,X1028710,X1044103,X1010143,X1045220,X1011626,X1029847,X1045283,X1029845,X1036140,X1036149,X1045289,X1045288,X1036148,X1029858,X1045290,X1029855,X1029853,X1056514,X1029852,X1071723,X1036136,X1036135,X1072835,X1045262,X1045263,X1029822,X1036122,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1036128,X1045267,X1029834,X1029833,X1045271,X1029832,X1038253,X1038255,X1000978,X1000976,X1027628,X1000975,X1036180,X1027620,X1027626,X1036182,X1000973,X1000972,X1029889,X1044112,X1044111,X1044110,X1056564,X1045249,X1000987,X1027639,X1006005,X1057680,X1027634,X1045252,X1027636,X1036173,X1029897,X1000984,X1044121,X1044120,X1044125,X1072895,X1027630,X1006004,X1006003,X1044128,X1006002,X1006016,X1006019,X1000999,X1000997,X1036160,X1000995,X1029867
12884,X1056564,X1050544,X1045267,X1013801,X1050542,X1011622,X1028784,X1038267,X1100578,X1028774,X1014977,X1029889,X1045220,X1027620,X1036160,X1013803,X1100545,X1013806,X1057680,X1028729,X1100558,X1011624,X1028776,X1029845,X1028717,X1100589,X1011664,X1044109,X1045249,X1038296,X1006016,X1045252,X1013842,X1044182,X1080622,X1036164,X1038247,X1011628,X1036182,X1013827,X1028782,X1014972,X1000997,X1028705,X1013915,X1027630,X1006003,X1050549,X1029847,X1029843,X1045283,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1029853,X1056514,X1071723,X1036136,X1036135,X1072835,X1045262,X1045263,X1029822,X1036122,X1029826,X1038263,X1029829,X1029828,X1038261,X1045269,X1083416,X1036128,X1056545,X1029834,X1029833,X1045271,X1029832,X1038253,X1038255,X1027628,X1000975,X1036180,X1027626,X1029887,X1000973,X1000972,X1000971,X1044112,X1044111,X1029882,X1044110,X1000987,X1027639,X1006005
10744,X1028724,X1011694,X1029832,X1038200,X1080622,X1044164,X1038255,X1029845,X1011728,X1011710,X1100575,X1013840,X1045267,X1028776,X1011733,X1013915,X1011701,X1072835,X1011668,X1044165,X1044109,X1038247,X1084990,X1011628,X1013830,X1038220,X1050549,X1100545,X1045249,X1000978,X1027620,X1013827,X1045222,X1029853,X1013801,X1028782,X1006014,X1000995,X1027617,X1010176,X1050541,X1044166,X1028710,X1014971,X1027630,X1050557,X1010174,X1044110,X1011624,X1036154,X1038296,X1011731,X1013805,X1036150,X1029828,X1011718,X1006028,X1028705,X1038261,X1056572,X1100589,X1100565,X1006005,X1100573,X1013802,X1010169,X1036193,X1036196,X1056547,X1080672,X1038203,X1045269,X1013842,X1056570,X1038267,X1000976,X1029889,X1100576,X1038211,X1056564,X1028783,X1010167,X1028720,X1010132,X1028716,X1050544,X1100578,X1029847,X1029843,X1045283,X1036140,X1036149,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1056514,X1071723
